human_score,model_score,sentence1,sentence2
2.0,0.7731702,"Berkeley Bilgi Yönetimi ve Sistemleri Okulu'ndan Peter Lyman ve Hal Varian, 1999-2002 yılları arasında bilgi üretiminin her yıl yüzde 30 arttığını söylüyor.","Bu görev, Megabayt'ın iki ustası, Peter Lyman ve Hal Varian, Kaliforniya Üniversitesi-Berkeley Bilgi Yönetimi ve Sistemleri Okulu'nda profesörlere hitap etti."
3.4,0.90782565,"""Benim kararım, bu bilgilerin yüzde 95'inin gizliliğinin kaldırılması, sansürsüz hale gelmesi gerektiğidir, böylece Amerikan halkı bilecektir.""","Benim kararım, bu bilgilerin yüzde 95'inin gizliliğinin kaldırılabileceği, sansürsüz hale gelebileceği, böylece Amerikan halkının bileceğini söylüyor,"" diyor Bay Shelby NBC'nin ""Basınla Tanışın""ında."
4.0,0.89365894,Araştırmacılar tümörlerin olduğu yerde sadece boş boşluklar ve yara dokusu buldular.,"Tümör saptı; aksine, yerlerinde boş boşluklar ve skar dokusu bulundu."
2.8,0.882511,"Ancak Washington, ilk etapta şikayette bulunulmaması için daha fazlasına ihtiyaç duyulduğunu söyledi.","Ancak ABD, ilk etapta şikayetlerin yapılmaması için daha fazla şey yapılmasını istediği konusunda ısrar etti, tercihen tüm yasayı yürürlükten kaldırarak."
3.2,0.87079173,"26 saatlik ameliyat ve bir yıllık beklentiden sonra, çocuklar Pazar günü Dallas Çocuk Tıp Merkezi'nde ayrıldılar.","Kafaları yapışık olarak dünyaya gelen iki yaşındaki Mısırlı ikiz erkek çocuklar, Dallas'taki Çocuk Tıp Merkezi'nde 26 saat süren ameliyatın ardından ayrıldı."
3.6,0.95003647,"Pines, yeni seçimlerin yapılıp yapılmayacağını veya geçici bir lider atanıp atanmayacağını görüşmek üzere 10 gün içinde ilgili parti organlarını toplayacağını söyledi.","Mitzna ve parti sekreteri Ophir Pines, yeni önseçimlerin yapılıp yapılmayacağını veya geçici bir liderin atanıp atanmayacağını tartışmak üzere 10 gün içinde parti örgütlerini toplamayı kabul etti."
3.6,0.8562613,"Euro, Asya ticaretinde 1.1914 ABD dolarına yükseldi ve Avrupa'da ticaret açılırken hafifçe geri çekilerek 1.1895 ABD dolarına geriledi.",Euro Asya ticaretinde 1.1914 dolara yükseldi ve Pazartesi günü geç saatlerde 1.1857 dolardan Avrupa'nın son işlemlerinde 1.1884 dolara geriledi.
4.2,0.93644905,"Abbas zirvede yaptığı konuşmada""silahlı intefadeh""e son vereceğini söyledi, ""nerede olurlarsa olsunlar İsraillilere karşı terörizmden"" vazgeçti ve militanların silahsızlandırıldığını ima etti.","Çarşamba günkü zirvede Abbas, ""silahlı intefadeh""i sona erdirme sözü verdi, ""nerede olurlarsa olsunlar İsraillilere karşı terörizmden"" vazgeçti ve militanların silahsızlandırıldığını ima etti."
3.25,0.6813199,"Akademi sözcüsü Yarbay Rod Gibbons, ""Akademi şok ve üzüntüyle karşılanıyor.",Deniz Harp Okulu sözcüsü Yarbay Rod Gibbons şunları söyledi: ''Bugünkü duyuru sürpriz oldu.
2.75,0.9218597,LendingTree hisseleri daha önce 21.36 dolara ulaştıktan sonra 6.21 dolar veya yüzde 42 artarak 20.90 dolara yükseldi.,LendingTree hisseleri yüzde 43 veya 6.31 dolar artarak 21 dolara yükseldi ve son iki ayda ikiye katlandı.
2.5,0.6471422,Geçen hafta avukatları Warner'dan yeni bir ceza duruşmasına yol açacak koşullar altında af vermesini istedi.,"Geçen hafta, avukatları Vali Mark R. Warner'dan merhamet etmesini istedi, ancak vali müdahale etmeyi reddetti."
1.75,0.8278429,"Oğlu Daniel Columbine'da öldürülen Brian Rohrbough, ""Bence yıllar önce serbest bırakılmalıydı"" dedi.","Oğlu Daniel Columbine'da öldürülen Brian Rohrbough, kasetin rahatsız edici sorunları gündeme getirdiğini söyledi."
4.25,0.88194424,"CIA Direktörü George Tenet, iki adamın ""özveri ve cesaretle tanımlandığını"" söyledi.","CIA direktörü George Tenet, ""Onlar özveri ve cesaretle tanımlandı."" dedi."
5.0,0.95737576,"Ancak finansal analistlerin yakından izlediği bir önlem olan yazılım lisansı gelirleri yüzde 21 azalarak 107,6 milyon dolara geriledi.","Talebin önemli bir ölçüsü olan lisans satışları yüzde 21 düşerek 107,6 milyon dolara geriledi."
4.25,0.86034477,"21 yaşındaki Dotson, 21 Temmuz'da yetkililere Dennehy'yi vurmaya çalıştıktan sonra vurduğunu söyledikten sonra tutuklandı ve suçlandı.","Dotson, tutuklama emri beyanına göre, 21 Temmuz'da FBI ajanlarına Dennehy'yi Dennehy'yi vurmaya çalıştığında vurduğunu söyledikten sonra tutuklandı."
4.75,0.7967143,"Savcılar, Bay Durst'ün cinayeti Bay Black'in kimliğine bürünmek için planladığını iddia ettiler.","Savcılar, Durst'ün Black'i black'in kimliğine bürünmek için öldürdüğünü savundu."
2.75,0.47970045,"Bu itiraz, PeopleSoft yönetim kurulu tarafından Oracle'ın teklifinin reddedilmesine gerekçe gösterildi.","PeopleSoft yönetim kurulu, hissedarların teklifi reddetmesini önerdi."
3.25,0.88545746,"Çok sayıda siyahi Demokrat lider, işten çıkarmaları görüşmek üzere DNC başkanı Terry McAuliffe ile bir görüşme ayarlamaya çalışıyordu.","Siyahi Demokrat liderler, parti genel merkezinde 10 azınlık personelinin işten çıkarılması konusunu görüşmek üzere Demokratik Ulusal Komite Başkanı Terry McAuliffe ile bir görüşme ayarlamaya çalışıyorlardı."
3.5,0.8827908,"Cenevre merkezli organizasyonun genel müdürü Giovanni Bisignani yaptığı açıklamada, ""Bunlar sektörümüz için karanlık günler"" dedi.","Merkezi Cenevre'de bulunan Uluslararası Hava Taşımacılığı Birliği Genel Müdürü Giovanni Bisignani, ""Bunlar sektörümüz için karanlık günler"" dedi."
3.6,0.9436336,"Girişimde yer alan diğer yedi ülke İngiltere, Almanya, İtalya, Hollanda, Polonya, Portekiz ve İspanya.","PSI'da yer alan diğer ülkeler arasında Almanya, İtalya, Hollanda, Polonya, Portekiz, İspanya ve İngiltere yer alıyor."
3.333,0.69670105,"Ortalama bir Amerikalı günde dört seyahat yapar, alışveriş veya ayak işleri için yüzde 45.",Neredeyse yarısı - yüzde 45'i - alışveriş veya ayak işleri içindir.
4.0,0.97602427,"Knight Ridder'ın Google'ın hizmetlerinde imza etme seçeneği olduğu göz önüne alındığında, Bu aynı zamanda Uvertür için stratejik bir kazançtır.","Knight Ridder'ın Google'ın reklam hizmetlerini kullandığı göz önüne alındığında, Bu aynı zamanda Uvertür için stratejik bir kazançtır."
3.5,0.5658592,"İdamdan önceki haftalarda, birkaç Floridalı yetkili isimsiz tehdit mektupları aldı.",Davayla bağlantılı çok sayıda Floridalı yetkiliye tüfek mermileri eşliğinde tehdit mektupları geldi.
3.4,0.8971892,Hoy Salı günü kadının yaşını doğruladı ve ailesiyle tatile gittiğini söyledi.,"Hoy Salı günü kadının yaşını doğruladı ve ailesiyle tatilde olduğunu, ancak bu hafta dönmesinin beklendiğini söyledi."
3.6,0.92116535,"BOSTON The Associated Press tarafından elde edilen bir belgeye göre, Boston'daki Katolik başpiskoposluk, 500'den fazla din adamının cinsel istismar davasını çözmek için 55 milyon dolar teklif etti.","Boston'daki Amerikan Roma Katolik başpiskoposluğu, rahiplerle ilgili 500'den fazla cinsel istismar davasını sonuçlandırmak için 55 milyon dolar teklif etti."
3.6,0.94396305,"3{ saatlik kayıtlar arasında polis, itfaiyeciler ve diğer acil durum çalışanları arasındaki konuşmaların yanı sıra medya soruşturmaları da yer alıyor.","Bunlar arasında polis, itfaiye ve diğer acil durum çalışanları arasındaki konuşmaların yanı sıra medya soruşturmaları da yer alıyor."
2.0,0.9757901,30 yıllık US30YT=RR tahvili 20/32 sıçrarak verimini yüzde 4.18'den yüzde 4.14'e çekti.,30 yıllık tahvil US30YT=RR yüzde 4.23'ten yüzde 4.26 verim için 14/32 düştü.
3.6,0.6477659,"Ancak o, Salı günü Amerika Birleşik Çelik İşçileri'nin kendisini onayladığı 11.","Ancak Başbakan, Salı günü 11' incisini alarak bugüne kadar ulusal işgücü desteği kazanan tek aday oldu."
1.6,0.9096757,Oracle hisseleri 27 sent ya da yüzde 2 düşerek 13.09 dolara geriledi.,Oracle hisseleri de haberlerde yükseldi ve Nasdaq'ta 15 sent artışla 13.51 dolara yükseldi.
4.6,0.93248385,Kuzey Amerika vadeli kontratları Salı günü işlem görmeye bir alt par başlangıcına işaret etti ve yatırımcılar üç aylık kazançların ilk tadını almaya hazırlar.,Kuzey Amerika hisse senedi piyasaları Salı günü yavaş bir başlangıç yaptı ve yatırımcılar üç aylık kazançların ilk tadını almaya hazırlar.
3.6,0.924728,Piyasanın daha geniş göstergeleri de art arda dört hafta boyunca daha yükseğe tırmanarak büyük kazançlar sağladı.,Daha geniş pazar da geri çekilerek art arda dört hafta boyunca daha yükseğe tırmandı.
3.0,0.7546723,"Jim Furyk, baba olarak ilk Babalar Günü'nü ilk büyük golf şampiyonluğunu kazanarak kutladı.","Baba olarak ilk Babalar Günü, şampiyon olarak ilk branşı."
2.4,0.9352015,"2001 yılında Lemelson Tıp, Eğitim ve Araştırma Vakfı Sınırlı Ortaklığı'ndan Syndia'ya geçtiler.","Belgede, patentlerin 2001 yılında Lemelson Tıp, Eğitim ve Araştırma Vakfı Sınırlı Ortaklığı aracılığıyla Syndia'ya ""atandığı iddia ediliyor"" denildi."
1.2,0.9452981,"SIA, DRAM pazarının 2003 yılında yüzde 2,9 büyüyerek 15,7 milyar dolara, 2004 yılında ise yüzde 43 büyüyerek 22,5 milyar dolara büyümesinin beklendiğini açıkladı.","Amerika pazarı 2003'te yüzde 2,1 azalarak 30,6 milyar dolara gerileyecek ve ardından 2004'te yüzde 15,7 büyüyerek 35,4 milyar dolara çıkacak."
3.4,0.94188696,"Morrill'in karısı Ellie, tören sırasında Hıçkıra hıçkıra ağladı ve Bondeson'ın yengeye sarıldı.",Törende Morrill'in dul eşi Ellie hıçkıra hıçkıra ağladı ve bondeson'ın yengesine sarıldı.
3.0,0.4073795,Bay Grassley ve Bay Baucus uyuşturucu yardımlarındaki eşitsizliği reddettiler.,Grassley ve Baucus planlarında bu yaklaşımı reddettiklerini söylediler.
3.4,0.923136,"Bir yıl önceki çeyrekte, çelik üreticisi 1,14 milyar dolarlık satıştan 16,2 milyon dolar, yani hisse başına 15 sent kar kaydetti.","Geçen yılın ikinci çeyreğinde AK Çelik hisse başına 16,2 milyon dolar, yani 15 sent kar bildirdi."
1.8,0.9221191,"Nasdaq haftalık 17.27 veya yüzde 1.2 değer kazanarak Cuma günü 1,520.15 seviyesinden kapandı.","Teknolojiye bağlı Nasdaq Kompozit. IXIC 30.46 puan veya yüzde 2.04 artışla 1,520.15'e yükseldi."
3.5,0.7277591,"Katılan ancak adının açıklanmasını istemeyen bir Cumhuriyetçi, İnsanları rezervasyonda tutmak bir gözdağıydı. dedi.","Toplantıya katılan Cumhuriyetçi bir yasa koyucu, Bu bir gözdağı girişimiydi. dedi."
2.75,0.7771883,"Herhangi bir suçlama duyuru yapılmazken, açıklamada Pazartesi günü yasal işlemlerin yapılması beklendiği belirtildi.","FBI'dan yapılan açıklamada, Baltimore'daki federal mahkemede Pazartesi günü yasal işlemlerin yapılması beklendiği belirtildi."
2.6,0.62892956,Ölen kadın ayrıca yüzük ve Cartier saati takıyordu.,"Kaynak, ""Bileğine Cartier saati takan sarı saçlı bir kadın"" dedi."
2.2,0.6563247,"Teknoloji ağırlıklı Nasdaq Hisse Senedi Piyasaları bileşik endeksi 14,17 puan veya yüzde 0,94 değer kazanarak 1.517,05 seviyesinden işlem gördü.",Teknoloji stokları ile dolu Nasdaq Bileşik endeksi son zamanlarda 18 puan civarında yükseldi.
4.75,0.8799274,"Ancak belgede, FBI'ın suudi ajanı olduğu bilgisini almasına rağmen el-Bayoumi'yi hiçbir zaman takip etmemiş olduğu belirtiliyor.","Ancak raporda, büronun el-Bayoumi'yi hiçbir zaman takip etmemiş olduğu ve önceden bilgi almasına rağmen gizli bir Suudi ajanı olduğu belirtiliyor."
1.5,0.97119206,"El Monte'deki Teamsters Ortak Konseyi 42'nin başkanı Jim Santangelo, ""Bu olacak"" dedi.","El Monte'deki Teamsters Joint Council 42'nin başkanı Jim Santangelo, ""Bu şirketleri gerçekten etkiliyor,"" dedi."
3.75,0.94038755,3 milyon dolar kefaletle serbest bırakıldı ve hemen las vegas'a döndü ve burada bir video çekiyordu.,"Jackson, 3 milyon dolarlık kefalet ödedikten sonra Las Vegas'a uçtu ve burada bir video üzerinde çalışıyordu."
3.5,0.8441217,"Gartner analistleri, işletmelerin henüz kurumsal bilgisayarları yükseltecek kadar güvende hissetmediğini söyledi.","Analist firma, dahası, şirketlerin eski bilgisayarların yerini alacak kadar güvende hissetmediğini söyledi."
1.5,0.74612546,Salı günü itibariyle yaklaşık 250 sağlık çalışanı karantinadaydı.,"Ayrıca 6 bin 800 kişi karantinada, binlerce sağlık çalışanı ise çalışma karantinasındaydı."
3.2,0.9359622,Brian Brabazon oğlunun üzüleceğini ama sonra dönüp sataşmacılarla arkadaş olacağını söyledi.,"Annesi, oğlunun üzüleceğini ama sonra arkasını dönüp alaycılarla arkadaş olacağını söyledi."
2.2,0.6556906,"Teknoloji ağırlıklı Nasdaq Hisse Senedi Piyasaları bileşik endeksi 1,16 puan artışla 1,504,04 seviyesinden kapandı.",Teknoloji stokları ile dolu Nasdaq Bileşik endeksi son zamanlarda 18 puan civarında yükseldi.
2.4,0.8837319,Teknolojiye bağlı Nasdaq Bileşik Endeksi 0.08 puan düşüşle 1.646'ya geriledi.,"Teknolojiye bağlı Nasdaq Bileşik Endeksi <.IXIC> 1,647,94 puandan 1,92 puan veya yüzde 0,12 değer kazandı."
3.0,0.9016351,"Jüriye Stubbs'ın ""soğuk, hesapçı bir katil"" olduğunu söyledi.","Bölge Savcısı Dave Lupas jüri üyelerine Stubbs'ın ""soğuk, hesapçı bir katil"" olduğunu hatırlattı."
1.8,0.96642613,"Aynı şekilde, 30 yıllık tahvil <US30YT=RR> yüzde 4.30'dan yüzde 4.38 verim için 1-11/32 kaydı.",30 yıllık US30YT=RR tahvili 20/32 sıçrarak verimini yüzde 4.18'den yüzde 4.14'e çekti.
2.4,0.83142537,"Yedinci kurban, bir kadın, Salı gecesi Akron Çocuk Hastanesi Tıp Merkezi'ndeki yanık ünitesinde öldü.","Akron Çocuk Hastanesi'ndeki yanık ünitesinde yedinci bir kişi, 21 yaşında bir kadın kritik durumdaydı."
3.533,0.885435,"Malavi istihbarat yetkilileri, anonimlik koşuluyla, adamların kiralanan bir Air Malawi uçağıyla hemen yakındaki Botsvana'ya götürüldükleri belirtildi.","Yetkililer, adamların Air Malawi uçağıyla yakındaki Botsvana'ya uçtuğu belirtildi."
4.75,0.869798,"Buna karşılık, Kuzey Kore'nin nükleer silah programını sona erdirmesi gerekecekti.","""Karşılığında Kuzey Kore'nin nükleer silahlardan vazgeçmesini bekliyoruz."""
3.333,0.79521245,"Moqtada el-Sadr, ""ABD başkanlığındaki Yönetim Konseyi'ni kınıyor ve kınıyoruz."" dedi.","Necef yakınlarındaki Koufa camisinde verdiği ateşli vaazda Sadr, ""ABD başkanlığındaki Yönetim Konseyi'ni kınıyoruz."" dedi."
5.0,0.65940726,"Sendmail, sistemin yalnızca işletme kullanımına izin vermek için bile kurulabileceğini söyledi.","Sendmail'e göre, ürüne yalnızca işletme kullanımına izin verme talimatı verilebilir."
3.0,0.7644141,"Bu açık, Service Pack 3 ve 4 ile düzeltme eki yüklenmemiş Windows 2000 makinelerinde çalışır.","Hem Counterpane hem de iDefense, yararlanmanın Service Pack 3 ve 4 çalıştıran Windows 2000 sistemlerine karşı etkili bir şekilde çalıştığını iddia ediyor."
3.0,0.9330713,"Eğrinin daha da dışında, gösterge 10 yıllık not US10YT=RR fiyatta 25/32 düştü ve verimini yüzde 3.17'den yüzde 3.26'ya çıkardı.","Çarşamba günü erken saatlerde, 10 yıllık US10YT=RR kriteri fiyatta 16/32 değer kaybederek Salı günü geç saatlerde yüzde 3.26'dan yüzde 3.33'e kadar verimini artırdı."
3.0,0.8439775,"Teknoloji hisseleri, yaklaşan üç aylık kazanç sezonu için kötü bir işaret olarak görülen Sun Microsystems'in ekşi tahminiyle zarar etti.",Sun Microsystems Inc. SUNW'dan ekşi bir tahmin. Üç aylık kazanç sezonundan önce Wall Street'e daha fazla baskı koydu.
1.846,0.94074816,Coke hisseleri Çarşamba günü New York Borsası'nda öğleden sonra işlem göre 44.42 dolardan 6 sent yükseldi.,Coke hisseleri 26 sent düşerek New York Borsası'nda 44.10 dolardan kapandı.
3.0,0.55436736,Ernst & Young herhangi bir yanlışı reddetti ve iddialarla mücadele etmeyi planlıyor.,"Ernst & Young, SEC'in iddialarını reddetti ve tavsiyelerini ""sorumsuz"" olarak nitelendirdi."
3.0,0.92455715,"Wolfowitz, ne askeri harekatın ne de büyük çaplı rüşvetin Kuzey Kore sorununu çözemeyeceğini söyledi.","Gerçekten de Wolfowitz Cumartesi günü yaptığı açıklamada, ne askeri harekatın ne de ""büyük çaplı rüşvetin"" sorunu çözmeyeceğini itiraf etti."
3.2,0.53362536,"Wood, şoför Eugene Rogers'ın çocukların otobüsten çıkarılmasına yardımcı olduğunu söyledi.","Wood, kaza mahallinde sürücünün ""kanlar içinde"" olduğunu, ancak çocukların çıkarılmasına yardımcı olduğunu söyledi."
1.0,0.85538745,Genişleyen Standard & Poor's 500 Endeksi <.SPX> 994.53 seviyesinden 9.69 puan veya yüzde 0.98 yükseldi.,"Teknolojiye bağlı Nasdaq Bileşik Endeksi <.IXIC> 18.35 puan veya yüzde 1.13 değer kazanarak 1,646.02'ye yükseldi."
2.647,0.6170797,"Guidant'ın hisseleri, öğle saatlerinden sonra bir haber durması uygulanmadan önce New York Borsası'nda ve dışında işlem gördü.",Guidant'ın hisseleri öğleden sonra New York Borsası'nda işlem göre 40.92 dolardan yüzde 5.3 düştü.
3.25,0.70220095,"""Ekim'de Üç Hafta"", Washington, D.C.'deki keskin nişancı atışlarının başlamasından yaklaşık bir yıl sonra Pazartesi günü satışa çıkıyor.","Moose'un kitabı, Washington bölgesinde keskin nişancı atışlarının başlamasından yaklaşık bir yıl sonra Pazartesi günü satışa çıkıyor."
3.75,0.95954865,"Hane halkı arasında yapılan ayrı bir ankete göre, işsizlik oranı Ağustos ayında yüzde 6,2'den yüzde 6,1'e geriledi.","Çalışma Bakanlığı analistleri, Ağustos ayında yüzde 6,2'den yüzde 6,1'e gerileyen ulusal işsizlik oranında hafif bir iyileşme sağladılar."
